loyalty_number,total_flights_historical,total_distance_historical,total_points_accumulated,total_points_redeemed,tenure_months,clv,loyalty_card,salary,province,marital_status,education,gender,enrollment_year,churned,redemption_ratio
648432,14,17059.0,17059.0,851,18,2819.11,Star,96350.0,New Brunswick,Married,Bachelor,Female,2017,0,0.04988569083768099
648455,33,53260.0,53260.0,345,18,36057.54,Aurora,98006.0,Alberta,Single,Bachelor,Female,2012,0,0.0064776567780698464
648533,24,38987.0,38987.0,2642,18,8682.23,Star,40070.0,Nova Scotia,Married,High School or Below,Female,2014,0,0.06776617846974632
648575,36,58361.0,58361.0,342,18,27386.15,Star,73544.0,Quebec,Married,College,Male,2015,0,0.005860077791675948
648586,28,34867.0,34867.0,482,18,13297.64,Aurora,96615.0,Quebec,Married,Bachelor,Female,2016,0,0.013823959617976883
648596,21,34918.0,34918.0,0,18,6769.32,Star,73544.0,Quebec,Single,College,Male,2017,0,0.0
648648,21,27600.0,27600.0,399,18,4619.45,Star,101643.0,Ontario,Married,Bachelor,Male,2015,0,0.014456521739130436
648653,17,25819.0,25819.0,0,18,7614.14,Star,51878.0,Ontario,Married,Bachelor,Male,2017,0,0.0
648924,19,26710.0,26710.0,412,18,2730.35,Star,78300.0,Ontario,Married,Bachelor,Male,2017,0,0.015424934481467615
649052,19,27726.0,27726.0,0,18,11085.88,Star,82463.0,British Columbia,Married,Bachelor,Male,2015,0,0.0
649054,31,62410.0,62410.0,0,18,4379.77,Star,66845.0,Ontario,Divorced,Bachelor,Male,2014,0,0.0
649089,36,33992.0,50988.0,0,5,2673.32,Star,21022.0,Alberta,Married,Bachelor,Male,2018,0,0.0
649104,29,48731.0,48731.0,0,18,7378.51,Nova,73544.0,Ontario,Single,College,Male,2015,0,0.0
649194,27,40735.0,40735.0,875,18,26770.45,Aurora,51177.0,Ontario,Married,Bachelor,Female,2013,0,0.02148029949674727
649321,24,33214.0,33214.0,377,18,4175.95,Nova,48781.0,Saskatchewan,Married,Bachelor,Female,2017,0,0.01135063527428193
649422,22,31621.0,31621.0,1027,18,2553.67,Star,86009.0,Ontario,Married,Bachelor,Female,2012,0,0.03247841624237058
649442,20,25668.0,25668.0,422,18,13441.01,Star,90991.0,Alberta,Married,Bachelor,Female,2017,0,0.0164407043789933
649487,16,22561.0,22561.0,0,18,7261.62,Nova,73544.0,Ontario,Single,College,Male,2017,1,0.0
649656,30,44258.0,44258.0,1291,18,2953.62,Nova,87867.0,Ontario,Married,Bachelor,Female,2014,0,0.029169867594559175
649680,5,6604.0,6604.0,0,18,7761.27,Aurora,63472.0,British Columbia,Married,Bachelor,Female,2017,0,0.0
649770,13,21700.0,21700.0,457,18,14567.27,Star,73544.0,Ontario,Single,College,Male,2017,0,0.02105990783410138
649802,15,16896.0,16896.0,537,18,8356.18,Aurora,73544.0,British Columbia,Married,College,Female,2016,0,0.031782670454545456
649855,24,37318.0,37318.0,0,18,8071.65,Star,73544.0,Ontario,Single,College,Male,2015,0,0.0
649961,31,46886.0,46886.0,898,18,10996.71,Nova,73544.0,British Columbia,Single,College,Female,2012,0,0.019152838800494818
649972,15,25493.0,25493.0,1262,18,8272.33,Star,102659.0,Nova Scotia,Married,Bachelor,Female,2015,1,0.04950378535284196
649994,40,55856.0,55856.0,989,18,10295.47,Aurora,49997.0,New Brunswick,Married,Bachelor,Female,2013,0,0.01770624462904612
650290,16,25524.0,25524.0,463,18,5229.68,Aurora,74119.0,Manitoba,Divorced,High School or Below,Male,2013,1,0.018139790001567152
650358,22,32602.0,32602.0,769,18,3588.93,Star,73544.0,British Columbia,Single,College,Male,2014,0,0.023587509968713574
650377,30,51308.0,51308.0,778,18,2704.54,Star,115412.0,Quebec,Married,Master,Male,2013,0,0.015163327356357684
650420,28,38159.0,38159.0,1083,18,6473.33,Aurora,73544.0,British Columbia,Married,College,Female,2016,0,0.028381246888021176
650445,52,63743.0,63743.0,853,18,4529.06,Star,79568.0,Ontario,Married,Bachelor,Female,2016,0,0.013381861537737478
650466,47,83484.0,83484.0,0,18,4623.54,Nova,73544.0,British Columbia,Single,College,Male,2016,0,0.0
650486,28,41170.0,41170.0,632,18,3738.44,Nova,125128.0,Alberta,Single,Master,Female,2013,0,0.015350983726014088
650529,37,67356.0,67356.0,2165,18,7427.85,Aurora,89198.0,Ontario,Married,Bachelor,Female,2017,0,0.03214264505018113
650553,29,54851.0,54851.0,0,18,4883.55,Star,162087.0,Quebec,Divorced,Doctor,Female,2012,0,0.0
650621,27,34628.0,34628.0,1260,18,5044.86,Nova,75294.0,Ontario,Married,Bachelor,Female,2013,0,0.03638673905509992
650657,27,41354.0,41354.0,1265,18,4463.61,Nova,73544.0,British Columbia,Single,College,Female,2015,0,0.030589543937708564
650704,30,39397.0,39397.0,1215,18,8066.07,Star,147572.0,British Columbia,Married,Doctor,Female,2015,0,0.030839911668401148
650721,8,14251.0,14251.0,920,18,5989.77,Nova,80816.0,Ontario,Single,Bachelor,Male,2017,0,0.06455687320188057
650870,28,33117.0,33117.0,2039,18,2725.36,Star,58725.0,British Columbia,Married,Bachelor,Male,2013,0,0.061569586617145275
651006,18,23772.0,23772.0,890,18,5165.81,Star,63709.0,British Columbia,Married,Bachelor,Male,2016,0,0.037439003870099276
651020,22,38736.0,38736.0,415,18,5608.16,Star,91847.0,Ontario,Married,Bachelor,Male,2017,0,0.010713548120611318
651097,28,39138.0,39138.0,990,18,44520.14,Aurora,67952.0,Ontario,Single,Bachelor,Male,2015,0,0.025295109612141653
651250,19,30542.0,30542.0,332,18,14203.62,Star,98098.0,Quebec,Married,Bachelor,Female,2013,0,0.0108702769956126
651281,31,41901.0,41901.0,539,18,31161.75,Star,54529.0,Alberta,Married,Bachelor,Female,2015,0,0.012863654805374573
651377,38,51833.0,51833.0,382,18,29973.42,Aurora,67375.0,Ontario,Married,Bachelor,Male,2012,0,0.007369822313969865
651605,38,62220.0,62220.0,1634,18,2927.22,Nova,88142.0,New Brunswick,Married,Bachelor,Male,2013,0,0.02626165220186435
651622,27,34820.0,34820.0,618,18,5895.11,Nova,89241.0,Nova Scotia,Divorced,Bachelor,Male,2015,0,0.01774842044801838
651645,4,8992.0,13488.0,0,5,9807.83,Aurora,73544.0,Quebec,Married,College,Male,2018,0,0.0
651694,34,59438.0,59438.0,1805,18,16256.81,Aurora,47424.0,Quebec,Married,Bachelor,Male,2016,0,0.030367778189037315
651740,26,35603.0,35603.0,0,18,9985.37,Nova,58446.0,Quebec,Single,Bachelor,Female,2012,0,0.0
651835,28,43413.0,43413.0,1337,18,8204.86,Star,73544.0,Ontario,Married,College,Female,2016,0,0.03079722663718241
651959,28,39852.0,39852.0,0,18,8177.05,Aurora,71930.0,Manitoba,Married,Bachelor,Female,2013,0,0.0
652034,29,41682.0,41682.0,1017,18,12476.65,Star,73544.0,Yukon,Single,College,Male,2013,0,0.02439902116021304
652047,38,45218.0,45218.0,412,18,7126.47,Star,54514.0,British Columbia,Divorced,Bachelor,Male,2016,0,0.009111415807864126
652194,32,50857.0,50857.0,815,18,8417.16,Aurora,46699.0,British Columbia,Single,Bachelor,Female,2014,0,0.016025325913836836
652212,29,42731.0,42731.0,324,18,2639.98,Star,82997.0,British Columbia,Married,Bachelor,Male,2015,0,0.00758231728721537
652291,31,47178.0,47178.0,1431,18,4439.9,Star,96749.0,British Columbia,Divorced,Bachelor,Female,2013,0,0.030331934376192294
652370,28,36939.0,36939.0,526,18,3958.0,Star,73544.0,Alberta,Married,College,Male,2013,0,0.014239692465957389
652374,10,19949.0,19949.0,0,18,2674.73,Star,73135.0,New Brunswick,Single,Bachelor,Female,2017,0,0.0
652394,36,56298.0,56298.0,1024,18,3500.86,Star,73544.0,Quebec,Married,College,Female,2014,0,0.018188923229954884
652498,23,36887.0,36887.0,806,18,2924.98,Star,79075.0,Alberta,Married,Bachelor,Male,2017,0,0.021850516442106976
652501,30,28347.0,28347.0,553,18,8658.86,Nova,77615.0,Saskatchewan,Married,Bachelor,Male,2015,0,0.01950823720323138
652518,34,57905.0,57905.0,492,18,13367.87,Aurora,73862.0,Ontario,Married,Bachelor,Male,2016,0,0.008496675589327346
652614,20,29625.0,29625.0,1825,18,4974.8,Star,87259.0,Quebec,Divorced,Bachelor,Male,2013,0,0.06160337552742616
652642,14,18877.0,18877.0,792,18,15083.78,Star,50947.0,British Columbia,Married,Bachelor,Male,2016,0,0.041955819250940295
652741,22,18122.0,27183.0,0,5,6143.9,Star,64859.0,Newfoundland,Married,Bachelor,Female,2018,0,0.0
652756,7,12335.0,12335.0,0,18,2846.25,Nova,53068.0,Alberta,Married,Bachelor,Female,2017,0,0.0
652790,16,18694.0,18694.0,0,18,17420.57,Star,55130.0,Quebec,Married,Bachelor,Female,2013,0,0.0
652816,32,52013.0,52013.0,1149,18,3199.82,Nova,89557.0,British Columbia,Married,Bachelor,Male,2014,0,0.022090631188356757
652862,32,49681.0,49681.0,0,18,6165.56,Star,73544.0,Ontario,Single,College,Female,2015,0,0.0
653015,18,29708.0,29708.0,497,18,5170.45,Nova,57762.0,Ontario,Married,Bachelor,Female,2015,0,0.016729500471253534
653070,32,49579.0,49579.0,762,18,9100.73,Star,75214.0,Quebec,Married,Bachelor,Male,2013,0,0.015369410435870026
653081,26,41402.0,41402.0,710,18,10208.93,Aurora,57870.0,Alberta,Married,Bachelor,Male,2012,0,0.01714893000338148
653191,17,19284.0,19284.0,382,18,2585.56,Star,79172.0,Saskatchewan,Married,Bachelor,Male,2016,0,0.019809168222360507
653259,22,30706.0,30706.0,0,18,4327.1,Nova,82427.0,Ontario,Married,Bachelor,Female,2016,0,0.0
653304,25,44387.840000003576,66581.76000000536,697,5,5184.95,Aurora,36084.0,Ontario,Married,Bachelor,Female,2018,0,0.010468332468230696
653337,34,51398.0,51398.0,1605,18,5935.57,Star,97957.0,Ontario,Married,Bachelor,Female,2013,0,0.031226895988170748
653340,26,40506.0,40506.0,495,18,3252.83,Nova,46663.0,Quebec,Married,Bachelor,Male,2014,0,0.0122204117908458
653354,11,9954.0,9954.0,544,18,4014.45,Nova,59262.0,Ontario,Married,Bachelor,Male,2017,0,0.05465139642354832
653400,34,48679.0,48679.0,1037,18,3102.79,Star,47445.0,Alberta,Married,Bachelor,Female,2016,0,0.02130282051808788
653441,19,26034.0,26034.0,552,18,7988.51,Star,74544.0,British Columbia,Married,Bachelor,Male,2015,0,0.021203042175616502
653539,32,50280.0,50280.0,1888,18,2764.49,Nova,76606.0,Ontario,Married,Bachelor,Female,2014,0,0.0375497215592681
653542,38,53249.0,53249.0,1487,18,2972.46,Nova,73544.0,British Columbia,Single,College,Male,2016,0,0.02792540704989765
653572,27,39752.0,39752.0,626,18,11093.72,Nova,89170.0,Quebec,Single,Bachelor,Female,2013,0,0.015747635339102437
653636,19,30014.0,30014.0,451,18,2758.7,Nova,64557.0,British Columbia,Married,Bachelor,Female,2016,0,0.015026321050176584
653637,30,38618.0,38618.0,881,18,5414.62,Star,51585.0,British Columbia,Married,Bachelor,Male,2012,0,0.0228131959190015
653698,39,67973.0,67973.0,1663,18,5239.89,Star,52379.0,Ontario,Single,Bachelor,Female,2015,0,0.0244655966339576
653851,13,20751.0,20751.0,533,18,3974.14,Nova,73544.0,Ontario,Single,College,Male,2017,0,0.025685509132090018
653973,17,24751.0,24751.0,0,18,2724.26,Star,73544.0,Ontario,Married,College,Male,2017,0,0.0
654073,21,29897.0,29897.0,0,18,2854.11,Star,83953.0,British Columbia,Married,Bachelor,Male,2012,0,0.0
654086,30,45682.0,45682.0,939,18,4584.14,Nova,94285.0,Ontario,Married,Bachelor,Male,2015,0,0.02055514206908629
654122,36,60162.0,60162.0,0,18,10507.5,Aurora,87921.0,Quebec,Married,Bachelor,Female,2015,0,0.0
654187,28,37600.0,37600.0,441,18,4940.51,Aurora,80191.0,Quebec,Single,Bachelor,Female,2015,0,0.011728723404255318
654225,18,24229.0,24229.0,0,18,2375.0,Star,66632.0,British Columbia,Single,Bachelor,Female,2017,1,0.0
654288,27,46351.0,46351.0,0,18,5119.41,Star,61300.0,Alberta,Divorced,Bachelor,Male,2013,0,0.0
654389,17,34557.0,51835.5,569,5,7234.14,Aurora,95165.0,Ontario,Married,Bachelor,Male,2018,0,0.010977033114371424
654433,18,32277.0,32277.0,0,18,14789.62,Aurora,69824.0,Nova Scotia,Divorced,Bachelor,Female,2017,1,0.0
654540,28,49539.840000003576,74309.76000000536,0,5,8032.4,Nova,52145.0,Ontario,Married,Bachelor,Female,2018,0,0.0
654578,28,44913.0,44913.0,454,18,4764.86,Star,89537.0,Ontario,Married,Bachelor,Female,2014,0,0.010108431857146037
654748,12,16433.0,16433.0,0,18,3996.77,Star,65721.0,Ontario,Married,Bachelor,Female,2017,1,0.0
654751,34,54057.0,54057.0,500,18,2592.89,Star,58034.0,New Brunswick,Single,Bachelor,Female,2015,0,0.009249495902473315
654817,20,30407.0,30407.0,667,18,4737.84,Star,78722.0,New Brunswick,Married,Bachelor,Male,2016,0,0.02193573848127076
654890,26,43158.0,43158.0,1004,18,5065.49,Aurora,51468.0,Quebec,Single,Bachelor,Male,2013,0,0.023263357894249038
654941,22,34692.0,34692.0,348,18,3688.11,Nova,73544.0,Alberta,Single,College,Female,2015,0,0.010031131096506399
655044,11,20127.0,20127.0,931,18,4942.63,Aurora,67193.0,Ontario,Married,High School or Below,Male,2015,0,0.04625627266855468
655082,27,47737.0,47737.0,944,18,3674.57,Nova,93969.0,Ontario,Married,Bachelor,Female,2015,0,0.01977501728219201
655325,27,47739.0,47739.0,453,18,3118.98,Star,48743.0,British Columbia,Married,Bachelor,Male,2013,0,0.009489096964745805
655453,23,42058.0,42058.0,396,18,5174.08,Aurora,96360.0,Ontario,Married,Bachelor,Male,2015,0,0.009415568976175757
655480,22,27930.0,27930.0,1057,18,7121.08,Nova,73544.0,British Columbia,Married,College,Male,2016,0,0.037844611528822056
655715,34,56838.0,56838.0,1832,18,5274.43,Star,64141.0,New Brunswick,Married,Bachelor,Female,2015,0,0.03223195749322636
655721,40,60451.840000003576,90677.76000000536,0,5,4905.13,Star,64426.0,Quebec,Married,Bachelor,Female,2018,0,0.0
655743,33,55365.0,55365.0,1008,18,4505.85,Star,60806.0,Quebec,Single,High School or Below,Female,2013,0,0.018206448117041453
655892,18,30842.0,30842.0,0,18,2369.11,Star,73544.0,Ontario,Single,College,Male,2017,0,0.0
655957,33,50139.0,50139.0,841,18,13755.54,Aurora,50285.0,British Columbia,Divorced,High School or Below,Male,2015,0,0.01677337003131295
656027,25,42499.0,63748.5,0,5,4550.86,Nova,258786.0,Ontario,Married,Doctor,Male,2018,0,0.0
656036,12,17224.0,17224.0,439,18,14439.8,Aurora,74679.0,Quebec,Single,Bachelor,Male,2016,1,0.02548769159312587
656288,29,37414.0,37414.0,1618,18,4669.23,Nova,87635.0,Ontario,Married,Bachelor,Male,2016,0,0.04324584380178543
656360,30,47699.0,47699.0,1625,18,7706.96,Nova,73544.0,Quebec,Single,College,Male,2012,0,0.03406780016352544
656415,31,36989.0,36989.0,449,18,17723.76,Star,50764.0,British Columbia,Married,Bachelor,Male,2016,0,0.012138743950904323
656572,19,19086.0,19086.0,602,18,7812.89,Star,84851.0,British Columbia,Divorced,Bachelor,Male,2015,0,0.03154144399035943
656639,30,41828.0,41828.0,0,18,5553.52,Star,102584.0,Ontario,Married,Bachelor,Male,2013,0,0.0
656942,24,34212.0,34212.0,643,18,6081.05,Star,73544.0,British Columbia,Single,College,Female,2014,0,0.01879457500292295
657116,38,51225.0,51225.0,490,18,5971.0,Star,78745.0,Ontario,Single,Bachelor,Female,2017,0,0.00956564177647633
657118,41,65720.0,65720.0,1039,18,9700.35,Star,73544.0,Quebec,Single,College,Male,2012,0,0.015809494826536822
657339,36,63088.0,63088.0,525,18,4812.53,Star,52820.0,Alberta,Married,High School or Below,Female,2014,0,0.00832170935835658
657492,35,49255.0,49255.0,776,18,15228.2,Star,101526.0,Ontario,Divorced,Bachelor,Male,2015,0,0.01575474571109532
657668,22,31493.0,31493.0,584,18,5390.27,Star,83645.0,Quebec,Married,Bachelor,Female,2017,0,0.018543803384879178
657730,20,27931.0,27931.0,0,18,6005.85,Nova,81333.0,Quebec,Single,Master,Male,2013,1,0.0
657748,27,32196.0,32196.0,1599,18,3351.57,Nova,53244.0,Quebec,Single,Bachelor,Female,2016,0,0.04966455460305628
657842,8,19056.0,28584.0,0,5,6308.92,Nova,47542.0,British Columbia,Married,Bachelor,Male,2018,0,0.0
657865,32,44086.0,44086.0,1550,18,5838.9,Aurora,91239.0,Alberta,Married,Bachelor,Male,2016,0,0.03515855373587987
658175,16,18348.0,18348.0,974,18,6272.42,Nova,88012.0,Ontario,Divorced,Bachelor,Female,2017,0,0.05308480488336603
658310,16,26271.0,26271.0,0,18,6746.43,Aurora,83369.0,Quebec,Married,Bachelor,Female,2013,0,0.0
658330,20,30894.0,30894.0,1682,18,3895.96,Star,58228.0,British Columbia,Divorced,Bachelor,Female,2017,0,0.05444422865281284
658407,28,45811.0,45811.0,1143,18,3614.08,Star,73544.0,Manitoba,Single,College,Male,2016,1,0.024950339438126214
658546,20,38071.0,38071.0,994,18,14333.92,Nova,62244.0,Ontario,Married,Bachelor,Female,2013,0,0.026109111922460664
658861,39,61796.0,61796.0,1284,18,5325.39,Nova,77619.0,Ontario,Married,Bachelor,Male,2012,0,0.020778043886335685
658996,20,26614.0,26614.0,0,18,2359.42,Star,171815.0,Ontario,Divorced,Doctor,Male,2017,0,0.0
659011,28,44599.0,44599.0,860,18,5635.29,Nova,75318.0,Nova Scotia,Married,Bachelor,Male,2012,0,0.019282943563757034
659112,24,32372.0,32372.0,306,18,9942.3,Aurora,81585.0,Alberta,Single,Bachelor,Male,2016,0,0.009452613369578648
659147,43,66030.0,66030.0,2026,18,2121.31,Star,73544.0,Ontario,Single,College,Male,2014,0,0.030683022868393153
659205,34,43871.0,43871.0,700,18,11005.02,Aurora,73544.0,Saskatchewan,Single,College,Male,2012,0,0.015955870620683366
659251,30,33783.0,33783.0,1289,18,2756.94,Nova,81325.0,Ontario,Divorced,High School or Below,Female,2014,0,0.0381552852026167
659400,34,40966.0,40966.0,432,18,8679.8,Star,72769.0,Nova Scotia,Married,Bachelor,Male,2012,0,0.010545330273885661
659419,25,44282.0,44282.0,0,18,15167.04,Nova,61518.0,British Columbia,Married,Bachelor,Female,2016,0,0.0
659481,17,23813.0,23813.0,0,18,7341.86,Nova,73544.0,Ontario,Married,College,Female,2017,0,0.0
659536,43,52047.0,52047.0,1024,18,8337.19,Star,86393.0,Quebec,Married,Bachelor,Male,2016,0,0.019674524948604145
659607,38,42429.0,42429.0,0,18,2511.7,Star,49362.0,Quebec,Married,High School or Below,Female,2013,0,0.0
659637,38,54288.0,54288.0,1821,18,2344.23,Star,73544.0,Quebec,Single,College,Female,2015,0,0.03354332449160036
659767,20,35287.0,35287.0,577,18,2590.21,Star,157654.0,Ontario,Married,Doctor,Female,2013,0,0.016351630912233968
659781,25,28812.0,28812.0,515,18,12550.88,Nova,48176.0,Ontario,Divorced,Bachelor,Male,2016,0,0.017874496737470498
659882,26,36261.0,36261.0,746,18,6767.81,Aurora,60920.0,British Columbia,Married,Bachelor,Female,2016,1,0.020573067482970685
659967,30,52510.0,52510.0,1752,18,2457.58,Star,70635.0,Ontario,Married,Bachelor,Male,2012,0,0.03336507331936774
660030,41,47666.0,47666.0,2028,18,5234.78,Aurora,73544.0,Quebec,Single,College,Female,2013,0,0.04254604959509923
660047,21,30126.0,30126.0,948,18,7423.93,Star,73544.0,Ontario,Single,College,Female,2017,0,0.031467835092611036
660119,34,53515.0,53515.0,396,18,6516.21,Star,73544.0,British Columbia,Married,College,Female,2012,0,0.0073997944501541625
660178,28,35235.0,35235.0,490,18,4413.26,Nova,73544.0,Ontario,Single,College,Female,2015,0,0.013906626933446856
660197,24,41340.0,41340.0,966,18,4482.02,Star,77990.0,Yukon,Single,Bachelor,Male,2015,0,0.02336719883889695
660294,33,48384.0,48384.0,914,18,2498.96,Star,88099.0,Ontario,Married,Bachelor,Male,2014,0,0.01889054232804233
660376,19,25447.0,25447.0,816,18,4686.47,Star,74413.0,Ontario,Married,Bachelor,Male,2012,0,0.0320666483278972
660395,31,43965.0,43965.0,0,18,7469.56,Nova,67095.0,Nova Scotia,Married,Bachelor,Male,2016,0,0.0
660436,32,44154.0,44154.0,926,18,5123.77,Aurora,73544.0,Ontario,Single,College,Male,2017,0,0.020972052362186893
660457,19,31443.0,31443.0,0,18,5908.16,Nova,95040.0,British Columbia,Divorced,Bachelor,Male,2014,0,0.0
660554,8,14521.0,14521.0,723,18,4282.95,Star,61809.0,Alberta,Married,Bachelor,Female,2017,0,0.04978995936918945
660684,27,38765.0,38765.0,0,18,10442.65,Aurora,54390.0,Alberta,Married,High School or Below,Female,2017,0,0.0
660768,32,43571.0,43571.0,0,18,2064.7,Star,73544.0,British Columbia,Single,College,Male,2016,0,0.0
660922,23,24586.0,24586.0,324,18,4992.92,Star,228861.0,British Columbia,Divorced,Doctor,Male,2012,0,0.013178231513869682
660958,27,38397.0,38397.0,0,18,9915.9,Nova,54301.0,New Brunswick,Divorced,Bachelor,Female,2012,0,0.0
661035,6,11261.0,11261.0,639,18,3823.85,Star,73544.0,Manitoba,Single,College,Female,2012,0,0.05674451647278217
661050,31,51109.0,51109.0,1116,18,2369.44,Star,73544.0,Ontario,Single,College,Male,2013,0,0.02183568451740398
661054,30,40309.0,40309.0,0,18,2721.75,Star,66341.0,Quebec,Married,High School or Below,Male,2012,0,0.0
661069,17,21629.0,21629.0,0,18,5577.24,Star,88445.0,British Columbia,Married,Bachelor,Male,2013,1,0.0
661088,24,30602.0,30602.0,704,18,3703.44,Nova,48824.0,New Brunswick,Married,Bachelor,Male,2013,0,0.023005032350826744
661118,29,40867.0,40867.0,0,18,7260.83,Aurora,73544.0,Quebec,Single,College,Female,2015,0,0.0
661150,40,66162.0,66162.0,436,18,8269.08,Nova,60681.0,Ontario,Married,High School or Below,Female,2014,0,0.006589885432725734
661193,32,41648.0,41648.0,507,18,4991.58,Nova,73360.0,Ontario,Married,Bachelor,Female,2016,0,0.012173453707260853
661274,30,48695.0,48695.0,1956,18,5408.91,Aurora,90587.0,British Columbia,Married,Bachelor,Female,2014,0,0.04016839511243454
661321,27,35508.0,35508.0,0,18,2470.12,Star,73544.0,Alberta,Single,College,Female,2016,0,0.0
661411,26,31068.0,31068.0,0,18,20096.89,Aurora,99788.0,Ontario,Married,Bachelor,Male,2012,0,0.0
661451,24,28632.0,28632.0,955,18,8188.92,Aurora,65068.0,British Columbia,Married,Bachelor,Female,2013,0,0.033354288907516065
661469,31,41291.0,41291.0,471,18,10629.34,Nova,73322.0,Nova Scotia,Married,Bachelor,Male,2017,0,0.011406844106463879
661487,29,47078.0,47078.0,1043,18,5385.85,Nova,80767.0,Alberta,Married,High School or Below,Male,2017,0,0.022154721950805048
661502,38,55868.0,55868.0,342,18,32643.08,Star,88921.0,Manitoba,Married,Bachelor,Female,2014,0,0.006121572277511277
661587,7,9572.0,9572.0,0,18,7264.8,Aurora,43337.0,Ontario,Married,High School or Below,Male,2017,0,0.0
661708,6,11573.0,11573.0,668,18,6462.22,Nova,73544.0,Nova Scotia,Single,College,Female,2017,0,0.0577205564676402
661744,26,35227.0,35227.0,437,18,5363.53,Star,79181.0,British Columbia,Married,Bachelor,Male,2015,0,0.012405257331024499
662022,37,39334.0,39334.0,519,18,8696.91,Star,98806.0,Ontario,Married,Bachelor,Female,2015,0,0.01319469161539635
662045,26,39169.840000003576,58754.76000000536,1301,5,2839.81,Nova,56239.0,British Columbia,Married,Bachelor,Female,2018,0,0.022142886806105266
662164,17,28215.0,28215.0,0,18,2930.69,Nova,56539.0,Ontario,Married,Bachelor,Male,2012,0,0.0
662166,25,34679.0,34679.0,353,18,3241.84,Nova,56567.0,Quebec,Single,Bachelor,Female,2014,0,0.010179070907465613
662209,25,36657.0,36657.0,537,18,5147.11,Star,56179.0,British Columbia,Married,Bachelor,Female,2015,0,0.014649316638022752
662268,20,32034.0,32034.0,1310,18,5090.78,Aurora,99973.0,Ontario,Divorced,Bachelor,Female,2015,0,0.040894050071798714
662272,11,21887.0,21887.0,0,18,32437.05,Star,73544.0,New Brunswick,Divorced,College,Male,2017,0,0.0
662380,26,38570.0,38570.0,353,18,8658.86,Aurora,77615.0,Nova Scotia,Married,Bachelor,Female,2014,0,0.009152190821882292
662406,35,52803.0,52803.0,1069,18,32196.6,Star,98771.0,Alberta,Married,Bachelor,Female,2016,0,0.020245061833607938
662521,32,54955.0,54955.0,2214,18,4448.64,Star,48741.0,Manitoba,Married,Bachelor,Female,2013,0,0.040287507961059045
662594,23,28867.0,28867.0,409,18,4526.53,Nova,73544.0,Saskatchewan,Single,College,Male,2015,0,0.01416842761630928
662665,32,31645.0,31645.0,1192,18,7582.11,Nova,79325.0,British Columbia,Married,Bachelor,Female,2013,0,0.037667878021804393
662750,34,43575.0,43575.0,0,18,8717.05,Nova,93261.0,Quebec,Married,Bachelor,Male,2012,0,0.0
662848,37,49846.0,49846.0,372,18,8406.76,Nova,81028.0,British Columbia,Married,Bachelor,Male,2014,0,0.007462985996870361
662880,32,41074.0,41074.0,314,18,4757.24,Nova,81290.0,New Brunswick,Married,Bachelor,Female,2014,0,0.00764473876418172
662934,20,18280.0,27420.0,0,5,2555.05,Star,73544.0,Alberta,Single,College,Male,2018,0,0.0
662936,21,24377.0,24377.0,377,18,16675.9,Nova,74234.0,Ontario,Married,Bachelor,Female,2012,0,0.015465397710957049
662973,25,40321.0,40321.0,518,18,7019.18,Aurora,123841.0,Ontario,Married,Master,Male,2015,0,0.012846903598621066
663062,21,27203.0,27203.0,532,18,5560.28,Nova,73544.0,British Columbia,Married,College,Female,2015,0,0.01955666654413116
663067,41,52418.0,52418.0,0,18,13917.38,Star,81129.0,Ontario,Single,Bachelor,Male,2015,0,0.0
663133,29,44518.0,44518.0,0,18,6575.54,Aurora,53429.0,Manitoba,Single,Doctor,Female,2014,0,0.0
663150,29,38372.0,38372.0,681,18,4967.04,Star,73544.0,Quebec,Divorced,College,Male,2015,0,0.01774731575106849
663213,8,11304.0,16956.0,0,5,2582.41,Star,88055.0,British Columbia,Married,Bachelor,Female,2018,0,0.0
663270,26,33638.0,33638.0,419,18,8370.57,Aurora,56354.0,Ontario,Married,Bachelor,Male,2013,0,0.012456150781853855
663343,28,50165.0,50165.0,0,18,7638.44,Nova,80280.0,Quebec,Married,Bachelor,Female,2012,0,0.0
663382,19,33574.0,33574.0,0,18,9655.44,Aurora,73544.0,Quebec,Single,College,Male,2014,0,0.0
663402,15,24014.0,24014.0,0,18,9267.92,Aurora,72744.0,British Columbia,Married,Bachelor,Female,2017,0,0.0
663416,32,35738.0,35738.0,534,18,2903.75,Nova,73544.0,British Columbia,Married,College,Male,2013,0,0.014942078459902624
663422,18,26693.0,26693.0,658,18,2731.52,Star,83015.0,Ontario,Married,Bachelor,Female,2017,0,0.024650657475742705
663513,36,46060.0,46060.0,378,18,6966.69,Nova,62521.0,Ontario,Married,Bachelor,Male,2014,0,0.008206686930091186
663514,36,57418.0,57418.0,591,18,2759.62,Nova,79023.0,British Columbia,Married,Bachelor,Female,2016,0,0.010292939496325194
663521,27,37705.0,37705.0,976,18,4277.56,Nova,87462.0,British Columbia,Married,Bachelor,Female,2013,0,0.025885161119214958
663573,29,35701.0,53551.5,0,5,7507.46,Aurora,76485.0,Ontario,Single,Bachelor,Female,2018,0,0.0
663719,26,28754.0,28754.0,2301,18,5073.28,Nova,74135.0,Quebec,Married,Bachelor,Male,2016,0,0.08002364888363359
663757,23,41609.0,41609.0,1391,18,7901.74,Aurora,73544.0,Prince Edward Island,Single,College,Male,2016,1,0.033430267490206445
