loyalty_number,total_flights_historical,total_distance_historical,total_points_accumulated,total_points_redeemed,tenure_months,clv,loyalty_card,salary,province,marital_status,education,gender,enrollment_year,churned
586686,24,40536.0,40536.0,0,18,7284.36,Aurora,81505.0,Quebec,Divorced,Bachelor,Male,2017,0
586711,37,60357.0,60357.0,0,18,3732.35,Nova,57855.0,Quebec,Married,Bachelor,Female,2013,0
586734,40,56506.0,56506.0,488,18,25807.06,Star,84015.0,British Columbia,Married,Bachelor,Male,2017,0
586753,37,48349.0,48349.0,476,18,15228.2,Star,101526.0,British Columbia,Divorced,Bachelor,Male,2014,0
586870,23,30483.0,30483.0,0,18,8543.25,Nova,104482.0,British Columbia,Married,Bachelor,Male,2016,0
586891,19,24767.0,24767.0,412,18,4481.39,Star,73544.0,British Columbia,Single,College,Male,2016,0
586944,32,43911.0,43911.0,0,18,2744.08,Nova,89856.0,British Columbia,Divorced,Bachelor,Female,2015,0
587136,18,18821.0,18821.0,750,18,4529.97,Nova,78936.0,Ontario,Single,Bachelor,Male,2014,1
587284,8,18655.0,18655.0,341,18,5510.56,Aurora,73544.0,Ontario,Single,College,Male,2018,0
587420,29,50285.0,50285.0,461,18,2482.92,Star,73544.0,British Columbia,Married,College,Male,2012,0
587480,37,60860.0,60860.0,0,18,2585.94,Star,193840.0,Ontario,Married,Doctor,Male,2014,0
587591,27,46924.0,46924.0,447,18,4834.71,Star,60235.0,British Columbia,Divorced,Bachelor,Female,2013,0
587619,30,45959.0,45959.0,823,18,3455.23,Star,81959.0,Manitoba,Divorced,Bachelor,Male,2012,0
587623,23,37473.0,37473.0,435,18,5800.17,Star,50546.0,Ontario,Divorced,Bachelor,Male,2016,0
587800,27,30373.0,30373.0,823,18,7320.07,Star,73544.0,Saskatchewan,Single,College,Male,2015,0
588015,23,32395.0,32395.0,753,18,20930.05,Star,54250.0,Quebec,Married,Bachelor,Male,2015,0
588095,28,46406.0,46406.0,0,18,8272.49,Star,98675.0,British Columbia,Divorced,Bachelor,Female,2013,0
588220,26,46165.0,46165.0,1434,18,2606.19,Star,52249.0,British Columbia,Single,Bachelor,Female,2013,0
588237,24,24470.0,24470.0,939,18,3939.01,Star,75827.0,Quebec,Married,Bachelor,Male,2013,0
588292,16,25934.0,25934.0,449,18,10721.61,Nova,50920.0,Quebec,Married,Bachelor,Female,2016,1
588445,29,38121.0,38121.0,1763,18,2719.43,Star,59496.0,British Columbia,Divorced,Bachelor,Female,2014,0
588516,32,56285.0,56285.0,1241,18,5536.39,Aurora,70119.0,Ontario,Married,Bachelor,Female,2016,0
588657,27,43661.0,43661.0,430,18,5460.32,Nova,65131.0,Newfoundland,Married,Bachelor,Female,2015,0
588789,31,47676.0,47676.0,1537,18,3136.7,Nova,75551.0,Ontario,Married,Bachelor,Female,2016,0
588917,22,32090.0,32090.0,331,18,35203.57,Star,73136.0,Ontario,Divorced,Bachelor,Male,2016,0
588943,3,4839.0,4839.0,0,18,7281.44,Aurora,73544.0,Ontario,Married,College,Male,2018,0
588980,28,41399.0,41399.0,0,18,4524.64,Nova,73544.0,Quebec,Single,College,Male,2014,0
589074,8,15672.0,23508.0,0,5,6414.08,Nova,73544.0,Quebec,Single,College,Female,2018,0
589101,17,21555.0,21555.0,332,18,12622.83,Aurora,77161.0,Ontario,Divorced,Bachelor,Male,2012,0
589427,15,15321.0,15321.0,0,18,2724.43,Star,73544.0,Ontario,Divorced,College,Female,2017,0
589466,12,24067.0,24067.0,1054,18,2305.06,Star,73544.0,British Columbia,Married,College,Female,2015,0
589580,38,66248.0,66248.0,1159,18,3954.34,Star,152955.0,British Columbia,Married,Doctor,Male,2015,0
589745,30,51749.0,51749.0,2277,18,7188.29,Nova,46459.0,Newfoundland,Married,High School or Below,Female,2013,0
589765,30,48981.0,48981.0,0,18,9406.38,Aurora,104488.0,Ontario,Single,Bachelor,Female,2013,0
589795,24,35816.0,35816.0,0,18,9075.77,Nova,59510.0,Alberta,Single,Bachelor,Male,2016,0
589840,17,23755.0,23755.0,469,18,4903.13,Star,73544.0,Ontario,Married,College,Male,2014,0
590025,8,6994.0,6994.0,586,18,6331.34,Nova,73544.0,Ontario,Married,College,Female,2017,0
590098,20,32034.0,32034.0,1014,18,2252.42,Star,73544.0,British Columbia,Single,College,Male,2014,0
590246,31,43330.0,43330.0,1942,18,3459.23,Nova,73544.0,British Columbia,Married,College,Male,2014,0
590280,27,45929.0,45929.0,0,18,20552.62,Aurora,73544.0,Ontario,Single,College,Female,2014,0
590301,23,34214.0,34214.0,440,18,5126.04,Aurora,78114.0,British Columbia,Married,Bachelor,Female,2012,0
590485,32,48632.0,48632.0,1617,18,7547.76,Star,73544.0,Quebec,Married,College,Male,2012,0
590514,25,33334.0,33334.0,1473,18,24320.64,Star,75973.0,Quebec,Married,Bachelor,Male,2012,0
590647,33,62613.0,62613.0,2074,18,7243.87,Nova,62604.0,British Columbia,Married,Bachelor,Male,2013,0
590727,16,23731.0,23731.0,1238,18,6791.22,Nova,73544.0,British Columbia,Single,College,Male,2017,1
590752,38,66972.0,66972.0,964,18,5727.33,Nova,105034.0,Alberta,Married,Bachelor,Male,2015,0
590778,14,19042.0,19042.0,0,18,27643.24,Star,78300.0,Quebec,Married,Bachelor,Male,2017,0
590936,19,23738.0,23738.0,821,18,7025.65,Nova,67116.0,Quebec,Married,Bachelor,Male,2013,0
590981,18,21167.0,21167.0,0,18,2113.86,Star,73544.0,Quebec,Single,College,Female,2017,0
590989,12,14987.0,14987.0,448,18,8193.09,Nova,72036.0,Manitoba,Single,Bachelor,Male,2013,0
591174,15,27580.0,27580.0,688,18,5619.69,Star,73544.0,British Columbia,Married,College,Male,2017,0
591272,28,51545.0,51545.0,873,18,13350.12,Star,53068.0,Alberta,Single,Bachelor,Female,2012,0
591367,26,28089.0,28089.0,1774,18,4774.75,Nova,73544.0,Ontario,Married,College,Female,2017,0
591377,24,33718.0,33718.0,0,18,12902.56,Star,95265.0,Alberta,Single,Bachelor,Female,2016,0
591414,1,978.0,1467.0,447,5,9035.67,Nova,57033.0,Ontario,Married,Bachelor,Female,2018,0
591476,9,12837.0,12837.0,0,18,6105.8,Aurora,73544.0,British Columbia,Married,College,Male,2012,1
591547,24,36382.0,36382.0,0,18,2794.91,Nova,61018.0,Ontario,Single,Bachelor,Male,2012,0
591608,19,29936.0,29936.0,976,18,5074.25,Aurora,80885.0,British Columbia,Married,Bachelor,Female,2013,0
591641,18,29712.0,29712.0,0,18,8556.58,Nova,70280.0,Manitoba,Single,Bachelor,Male,2017,0
591731,33,51142.0,51142.0,645,18,4064.18,Star,51370.0,Ontario,Married,Bachelor,Male,2013,0
591758,24,45885.0,45885.0,1058,18,3265.16,Nova,50800.0,New Brunswick,Divorced,Bachelor,Female,2013,0
591841,28,39960.0,39960.0,447,18,2677.28,Star,73544.0,Ontario,Married,College,Male,2014,0
591854,17,24995.0,24995.0,1632,18,4070.05,Nova,59300.0,Manitoba,Single,Bachelor,Female,2014,0
592003,3,5809.0,8713.5,0,5,73225.96,Aurora,60845.0,New Brunswick,Married,Bachelor,Male,2018,0
592034,9,13097.0,19645.5,0,5,8819.02,Nova,104968.0,British Columbia,Married,Bachelor,Male,2018,0
592064,7,9855.0,9855.0,391,18,5612.38,Nova,73544.0,British Columbia,Single,College,Male,2017,0
592088,41,68454.0,68454.0,0,18,4101.94,Star,73544.0,Quebec,Single,College,Female,2015,0
592145,25,34497.0,34497.0,431,18,7035.76,Aurora,88423.0,Quebec,Married,Bachelor,Male,2015,0
592251,19,31407.0,31407.0,980,18,30154.68,Nova,85587.0,British Columbia,Married,Bachelor,Female,2013,0
592302,13,12354.0,12354.0,0,18,10377.37,Nova,73544.0,Quebec,Married,College,Male,2017,0
592350,33,46494.0,46494.0,0,18,2542.06,Star,93736.0,Ontario,Married,Bachelor,Male,2017,0
592431,22,33103.0,33103.0,664,18,10700.5,Nova,87017.0,British Columbia,Married,Bachelor,Male,2014,0
592485,39,60066.0,60066.0,603,18,7282.97,Nova,61804.0,Quebec,Married,Bachelor,Male,2012,0
592966,32,51792.0,51792.0,501,18,8966.31,Aurora,62515.0,Ontario,Married,Bachelor,Female,2013,0
592992,13,16065.0,16065.0,0,18,61850.19,Aurora,73544.0,Ontario,Married,College,Male,2013,0
593007,26,43857.0,43857.0,1255,18,4518.02,Star,73544.0,Quebec,Single,College,Female,2013,0
593039,15,22179.0,22179.0,0,18,7803.5,Nova,93679.0,Ontario,Divorced,Bachelor,Female,2017,0
593116,37,62399.0,62399.0,0,18,2810.46,Nova,51510.0,Quebec,Married,Bachelor,Male,2014,0
593190,31,38092.0,38092.0,479,18,7334.33,Aurora,96269.0,Quebec,Divorced,Bachelor,Male,2013,0
593252,16,19437.0,19437.0,1003,18,7295.43,Aurora,51553.0,Quebec,Married,Bachelor,Male,2015,0
593277,13,15331.0,15331.0,0,18,5143.87,Nova,73544.0,Ontario,Single,College,Female,2017,0
593327,12,12568.0,12568.0,0,18,2554.44,Star,44154.0,Ontario,Married,High School or Below,Female,2016,1
593340,26,39998.0,39998.0,437,18,5305.09,Star,73681.0,Nova Scotia,Single,High School or Below,Male,2013,0
593386,11,22245.0,33367.5,0,5,10507.5,Aurora,87921.0,Manitoba,Married,Bachelor,Female,2018,0
593421,33,43600.0,43600.0,1130,18,14206.98,Nova,250240.0,Quebec,Married,Doctor,Female,2016,0
593506,27,32861.0,32861.0,0,18,5457.26,Star,68526.0,Ontario,Single,Bachelor,Female,2013,0
593651,19,37910.0,37910.0,596,18,9320.28,Aurora,47297.0,British Columbia,Married,Bachelor,Female,2014,0
593684,29,49200.0,49200.0,642,18,7868.1,Star,50118.0,Ontario,Single,Bachelor,Male,2015,0
593710,17,25150.0,25150.0,630,18,2607.82,Star,73544.0,Prince Edward Island,Married,College,Male,2014,0
593781,20,27142.0,27142.0,1005,18,2308.47,Star,73544.0,British Columbia,Single,College,Female,2012,0
593868,28,43122.0,43122.0,361,18,6106.47,Aurora,75983.0,Ontario,Married,Bachelor,Male,2016,0
594028,31,43688.0,43688.0,537,18,2414.07,Star,73544.0,Ontario,Single,College,Female,2012,0
594044,8,9860.0,9860.0,0,18,7689.7,Aurora,63135.0,Quebec,Divorced,Bachelor,Male,2017,1
594598,19,17891.0,26836.5,1120,5,14137.23,Aurora,23265.0,Ontario,Divorced,Bachelor,Female,2018,0
594636,3,6207.0,6207.0,0,18,7457.47,Nova,73544.0,Ontario,Single,College,Male,2018,0
594649,22,41786.0,41786.0,973,18,2429.6,Star,49425.0,Ontario,Married,Bachelor,Female,2012,0
594672,31,55105.0,55105.0,1086,18,20600.24,Nova,79135.0,Ontario,Married,Bachelor,Female,2014,0
594997,24,29774.0,29774.0,1328,18,5338.53,Star,67540.0,Quebec,Married,Bachelor,Female,2016,0
595024,22,34162.0,34162.0,1528,18,7356.01,Nova,58844.0,Quebec,Married,Bachelor,Male,2012,0
595027,24,28206.0,28206.0,0,18,6005.21,Aurora,51573.0,Quebec,Single,Bachelor,Female,2017,0
595028,37,58897.0,58897.0,0,18,5994.26,Nova,86264.0,British Columbia,Married,Bachelor,Male,2015,0
595083,34,42839.0,42839.0,613,18,22620.75,Nova,68175.0,Quebec,Single,Bachelor,Female,2015,0
595169,36,53521.0,53521.0,0,18,5749.88,Nova,48601.0,British Columbia,Divorced,Bachelor,Male,2012,0
595215,17,25055.0,25055.0,437,18,2688.86,Star,55914.0,Alberta,Married,Bachelor,Male,2016,0
595235,27,43405.0,43405.0,1151,18,7297.69,Star,49960.0,British Columbia,Married,Bachelor,Male,2015,0
595236,3,5814.0,5814.0,0,18,2712.83,Star,60897.0,Quebec,Married,Bachelor,Female,2018,0
595320,39,63936.0,63936.0,2220,18,2462.86,Star,73544.0,British Columbia,Divorced,College,Female,2013,0
595323,31,52974.0,52974.0,635,18,2272.34,Star,53005.0,Ontario,Single,High School or Below,Male,2015,0
595325,32,47370.0,47370.0,585,18,5149.3,Aurora,51574.0,British Columbia,Married,Bachelor,Female,2013,0
595658,37,54403.0,54403.0,2435,18,10960.94,Nova,53724.0,Nova Scotia,Single,Bachelor,Male,2013,0
595681,27,41942.0,41942.0,360,18,4762.82,Star,80052.0,Alberta,Single,Bachelor,Male,2015,0
595747,20,26146.0,26146.0,898,18,8355.51,Nova,68175.0,Saskatchewan,Divorced,Bachelor,Female,2016,0
595965,36,64745.0,64745.0,523,18,4936.89,Star,73544.0,British Columbia,Single,College,Female,2013,0
595978,19,30048.0,30048.0,0,18,5498.94,Aurora,65565.0,Ontario,Married,High School or Below,Female,2017,0
595980,28,39675.0,39675.0,329,18,13269.6,Nova,50872.0,Ontario,Married,High School or Below,Male,2016,0
596004,22,44128.0,44128.0,1751,18,4881.75,Star,73544.0,British Columbia,Single,College,Male,2013,0
596153,21,25436.0,25436.0,382,18,4821.99,Nova,73544.0,Manitoba,Married,College,Female,2014,0
596179,41,75943.0,75943.0,0,18,3933.81,Star,50879.0,New Brunswick,Single,Bachelor,Female,2014,0
596297,12,16206.0,16206.0,547,18,7413.42,Nova,70053.0,Manitoba,Married,Bachelor,Male,2017,0
596327,23,21860.0,21860.0,492,18,2434.09,Star,73544.0,Quebec,Married,College,Male,2016,0
596390,16,28351.0,28351.0,0,18,5251.98,Aurora,75473.0,British Columbia,Married,Bachelor,Male,2017,0
596462,28,46452.0,69678.0,0,5,7757.13,Star,73544.0,Ontario,Divorced,College,Male,2018,0
596544,5,11484.0,17226.0,352,5,2448.65,Star,73544.0,Quebec,Married,College,Male,2018,0
596586,26,48265.0,48265.0,1149,18,5365.54,Aurora,88321.0,British Columbia,Divorced,Bachelor,Male,2013,0
596674,37,62705.0,62705.0,0,18,9521.68,Star,86483.0,Quebec,Married,Bachelor,Male,2014,0
596787,27,39845.0,39845.0,802,18,8132.7,Star,58789.0,Ontario,Married,Bachelor,Male,2016,0
596818,16,25250.0,25250.0,404,18,14042.1,Star,96926.0,Ontario,Single,Bachelor,Female,2013,0
596911,26,37367.0,37367.0,1588,18,24636.97,Aurora,85848.0,British Columbia,Married,Bachelor,Female,2013,0
597023,37,54271.0,54271.0,505,18,5525.47,Nova,79336.0,British Columbia,Married,Bachelor,Female,2013,0
597156,12,11848.0,17772.0,0,5,5639.94,Nova,85447.0,British Columbia,Married,Bachelor,Female,2018,0
597189,20,26444.0,26444.0,508,18,4025.1,Star,73544.0,British Columbia,Married,College,Female,2017,0
597191,22,33317.0,33317.0,824,18,2275.36,Star,73544.0,Alberta,Single,College,Male,2015,0
597197,23,31029.0,31029.0,1855,18,2504.91,Star,96494.0,Ontario,Married,Bachelor,Male,2015,0
597209,38,65692.0,65692.0,516,18,3420.66,Nova,75327.0,New Brunswick,Married,Master,Male,2013,0
597228,28,37005.0,37005.0,339,18,4434.41,Star,57188.0,Ontario,Married,Bachelor,Male,2016,0
597237,21,33311.0,33311.0,1836,18,6940.97,Star,73544.0,British Columbia,Married,College,Female,2014,0
597267,29,40889.0,40889.0,0,18,5170.36,Star,97240.0,Ontario,Divorced,Bachelor,Female,2012,0
597294,4,4392.0,6588.0,0,5,2791.88,Star,52971.0,Ontario,Married,Bachelor,Female,2018,0
597300,23,32206.0,32206.0,432,18,4982.68,Nova,70159.0,Alberta,Married,Bachelor,Female,2012,0
597313,25,41676.0,41676.0,0,18,12023.75,Star,79097.0,Nova Scotia,Married,High School or Below,Female,2013,0
597532,21,33237.0,33237.0,658,18,11095.97,Nova,73544.0,Ontario,Single,College,Male,2015,0
597837,35,51324.0,51324.0,1217,18,6446.71,Star,72180.0,Nova Scotia,Married,Bachelor,Male,2013,0
597981,20,31702.0,31702.0,838,18,8789.88,Aurora,48626.0,Ontario,Married,Bachelor,Female,2016,0
598016,23,30092.0,30092.0,781,18,4742.62,Star,89419.0,British Columbia,Married,Bachelor,Male,2016,0
598059,26,34576.0,34576.0,1771,18,8459.05,Star,99753.0,British Columbia,Married,Bachelor,Male,2016,0
598360,26,44773.0,44773.0,1761,18,11009.13,Star,69696.0,Manitoba,Single,Bachelor,Male,2012,0
598364,24,26456.0,26456.0,424,18,5079.67,Nova,68532.0,Ontario,Single,Bachelor,Female,2017,0
598369,37,53806.0,53806.0,1276,18,5847.42,Aurora,67642.0,Ontario,Married,High School or Below,Male,2013,0
598398,20,23979.0,23979.0,1402,18,5281.83,Aurora,60926.0,British Columbia,Married,Bachelor,Male,2016,0
598705,30,38076.0,38076.0,0,18,10094.13,Star,55356.0,Ontario,Married,Bachelor,Female,2014,0
598706,28,43201.0,43201.0,486,18,5244.4,Nova,81762.0,Ontario,Married,Bachelor,Male,2013,1
598711,6,12971.0,12971.0,0,18,12298.69,Nova,54033.0,Nova Scotia,Single,High School or Below,Female,2017,0
598760,28,44508.0,44508.0,0,18,31758.35,Star,64255.0,Ontario,Married,Bachelor,Male,2013,0
598799,29,47236.0,47236.0,1458,18,5066.63,Nova,57954.0,British Columbia,Married,Bachelor,Male,2015,0
599078,14,13287.0,13287.0,951,18,2710.15,Star,73544.0,Yukon,Married,College,Female,2017,0
599145,33,33286.0,33286.0,687,18,2665.74,Star,91572.0,Saskatchewan,Divorced,Bachelor,Male,2015,0
599184,23,33736.0,33736.0,0,18,7442.57,Aurora,73995.0,Ontario,Single,Bachelor,Male,2017,0
599341,46,81241.0,81241.0,1863,18,3891.54,Star,54890.0,Quebec,Married,Bachelor,Female,2015,0
599369,13,20896.0,20896.0,0,18,14083.97,Star,86727.0,New Brunswick,Single,Bachelor,Male,2013,0
599372,10,14844.0,14844.0,506,18,2537.74,Star,73544.0,Ontario,Married,College,Female,2013,0
599442,22,36261.0,36261.0,476,18,2500.24,Star,73544.0,British Columbia,Married,College,Male,2017,0
599483,36,52642.0,52642.0,518,18,3420.66,Star,75327.0,Quebec,Married,Master,Female,2014,0
599491,35,40928.0,40928.0,0,18,4993.03,Star,86854.0,Ontario,Married,Bachelor,Female,2016,0
599560,20,27808.0,27808.0,1973,18,8013.9,Nova,79936.0,British Columbia,Married,Bachelor,Female,2016,1
599746,22,25548.0,25548.0,796,18,3167.66,Star,73544.0,Ontario,Single,College,Female,2012,0
599778,23,24099.0,36148.5,340,5,17646.73,Star,44642.0,Quebec,Single,Bachelor,Female,2018,0
599925,13,18580.0,18580.0,433,18,7334.52,Nova,93320.0,Saskatchewan,Married,Bachelor,Female,2017,0
600013,10,17097.0,17097.0,0,18,4756.91,Star,67717.0,Quebec,Divorced,Bachelor,Female,2017,0
600021,14,17999.0,17999.0,0,18,8457.46,Nova,50949.0,British Columbia,Married,Bachelor,Male,2017,1
600063,35,57255.0,57255.0,0,18,4362.93,Star,74964.0,British Columbia,Married,Bachelor,Male,2013,0
600302,22,34948.0,34948.0,0,18,2719.51,Star,82940.0,British Columbia,Married,Master,Female,2017,0
600309,28,37431.840000003576,56147.760000005364,0,5,3433.82,Nova,62468.0,Ontario,Married,Bachelor,Male,2018,0
600432,23,35562.0,35562.0,1284,18,23144.13,Aurora,75681.0,Quebec,Married,Bachelor,Female,2017,0
600482,25,38450.0,38450.0,316,18,7865.18,Nova,87147.0,Quebec,Married,Bachelor,Female,2014,0
600563,30,51364.0,51364.0,751,18,11714.78,Nova,187495.0,British Columbia,Married,Doctor,Female,2015,0
600598,32,46650.0,46650.0,1976,18,4711.85,Star,73544.0,New Brunswick,Single,College,Male,2015,0
600651,34,45343.0,45343.0,1044,18,2956.36,Nova,61836.0,Ontario,Married,Bachelor,Male,2012,0
600664,47,66078.0,66078.0,1209,18,2438.53,Star,60416.0,Manitoba,Divorced,Bachelor,Female,2012,0
600712,13,22726.0,22726.0,776,18,13466.92,Aurora,65018.0,British Columbia,Married,Doctor,Female,2017,0
600746,29,46820.0,46820.0,0,18,19160.99,Star,48521.0,British Columbia,Divorced,Bachelor,Male,2014,0
600756,28,35632.0,35632.0,1075,18,4102.2,Star,73544.0,Quebec,Married,College,Male,2012,0
600785,29,45417.0,45417.0,0,18,2432.96,Star,52775.0,New Brunswick,Married,Bachelor,Male,2016,0
600792,5,9024.0,9024.0,463,18,2785.42,Nova,80479.0,British Columbia,Divorced,Bachelor,Female,2017,0
600884,20,30489.0,30489.0,1068,18,8007.4,Star,73544.0,Quebec,Divorced,College,Male,2013,0
600914,27,41370.0,41370.0,396,18,4276.92,Nova,157933.0,Ontario,Single,Doctor,Male,2013,0
601027,37,57803.0,57803.0,0,18,7122.27,Aurora,79157.0,British Columbia,Divorced,Bachelor,Female,2014,0
601105,23,43839.0,43839.0,0,18,12487.58,Star,54798.0,Ontario,Married,Bachelor,Male,2012,0
601131,27,49761.0,49761.0,1150,18,5584.96,Aurora,170041.0,Yukon,Married,Doctor,Female,2016,0
601143,16,17798.0,17798.0,0,18,4726.87,Nova,45384.0,Prince Edward Island,Married,High School or Below,Female,2012,0
601167,27,42348.0,42348.0,0,18,4446.74,Star,73544.0,Ontario,Single,College,Male,2015,0
601332,33,50942.0,50942.0,514,18,7540.91,Aurora,77075.0,Quebec,Married,Bachelor,Female,2017,0
601341,21,26765.0,26765.0,748,18,20774.02,Nova,73544.0,Manitoba,Married,College,Male,2014,0
601407,24,37790.0,37790.0,0,18,4165.17,Star,72809.0,Ontario,Married,Bachelor,Male,2015,0
601448,31,53180.0,53180.0,1513,18,4929.55,Star,50663.0,Ontario,Married,Bachelor,Female,2017,0
601583,26,25583.0,25583.0,0,18,4718.56,Star,118821.0,Alberta,Divorced,Doctor,Male,2016,1
601586,31,40829.0,40829.0,572,18,5129.74,Star,94946.0,Alberta,Married,Bachelor,Male,2012,0
601597,16,22570.0,22570.0,547,18,5552.6,Star,68838.0,Quebec,Divorced,Bachelor,Male,2014,0
601625,35,58255.0,87382.5,880,5,6928.6,Nova,48669.0,British Columbia,Married,Bachelor,Female,2018,0
601626,35,55207.0,55207.0,1189,18,8500.12,Nova,73544.0,Nova Scotia,Married,College,Male,2016,0
601681,32,32612.0,32612.0,1203,18,2396.22,Star,73544.0,Nova Scotia,Married,College,Male,2015,0
601775,40,53993.0,53993.0,1111,18,2703.27,Star,73544.0,Manitoba,Married,College,Female,2016,0
601834,34,53669.0,53669.0,0,18,5630.79,Nova,85232.0,Ontario,Married,Bachelor,Female,2016,0
601940,18,26448.0,26448.0,1527,18,10834.87,Aurora,57234.0,Ontario,Married,Bachelor,Male,2015,0
602014,35,47388.0,47388.0,1349,18,3237.5,Star,274634.0,British Columbia,Divorced,Doctor,Male,2012,0
602068,22,27415.0,27415.0,525,18,4223.27,Star,99696.0,Ontario,Married,Doctor,Male,2016,1
602086,22,29406.0,29406.0,0,18,5142.39,Nova,58005.0,Ontario,Divorced,Bachelor,Female,2015,1
602150,34,40075.0,40075.0,0,18,7288.88,Star,90077.0,Ontario,Married,Bachelor,Female,2016,0
602176,22,38288.0,38288.0,1091,18,4330.39,Star,76159.0,Quebec,Married,Bachelor,Female,2016,1
602213,25,39017.0,39017.0,654,18,18380.39,Star,68792.0,Ontario,Married,Bachelor,Female,2015,0
602222,14,18678.0,18678.0,648,18,4549.34,Nova,67969.0,Ontario,Married,High School or Below,Female,2017,0
602275,11,22126.0,22126.0,0,18,13623.62,Aurora,80978.0,Ontario,Single,Bachelor,Male,2017,1
602346,22,31749.0,31749.0,0,18,6066.12,Star,55781.0,Ontario,Married,Bachelor,Female,2013,0
602361,27,45125.0,45125.0,2362,18,5533.23,Star,48913.0,Quebec,Married,Bachelor,Male,2014,0
602384,8,15006.0,15006.0,417,18,2750.54,Nova,56932.0,Quebec,Divorced,Bachelor,Male,2017,1
602574,24,39450.0,39450.0,595,18,18611.45,Star,68255.0,British Columbia,Married,Bachelor,Male,2017,0
602585,18,29775.0,29775.0,0,18,29232.69,Aurora,78531.0,Quebec,Single,High School or Below,Male,2012,0
602587,16,22655.0,22655.0,0,18,2570.24,Star,67985.0,Ontario,Single,Bachelor,Female,2015,0
602649,13,19567.0,19567.0,1392,18,4877.95,Nova,175792.0,Manitoba,Divorced,Doctor,Female,2013,1
602685,32,49709.0,49709.0,1219,18,23950.37,Nova,60690.0,Ontario,Married,Bachelor,Male,2015,0
602783,26,32557.0,32557.0,1349,18,3758.95,Nova,74568.0,New Brunswick,Married,Bachelor,Female,2015,0
602900,28,46141.0,46141.0,0,18,5122.72,Aurora,74499.0,Quebec,Married,Bachelor,Male,2014,0
602931,17,21937.0,21937.0,653,18,22762.21,Aurora,83510.0,Quebec,Married,Bachelor,Female,2015,0
603005,8,18496.0,27744.0,0,5,2776.58,Nova,69215.0,Ontario,Divorced,Bachelor,Male,2018,0
603009,1,1648.0,2472.0,0,5,3871.78,Star,73544.0,Quebec,Single,College,Male,2018,0
603050,10,12821.0,12821.0,1219,18,5568.95,Nova,73544.0,Ontario,Single,College,Female,2017,1
603070,22,17158.0,25737.0,1140,5,2893.74,Star,-19325.0,British Columbia,Single,Bachelor,Female,2018,0
603077,29,47982.0,47982.0,564,18,12206.89,Nova,144469.0,Ontario,Married,Doctor,Male,2014,0
603079,29,43103.0,43103.0,1023,18,6232.69,Aurora,279093.0,British Columbia,Single,Doctor,Female,2012,0
603082,6,13446.0,13446.0,0,18,5024.03,Star,98937.0,Quebec,Married,Bachelor,Male,2018,0
603371,8,15073.0,15073.0,0,18,9830.34,Star,50906.0,Ontario,Divorced,Bachelor,Male,2017,0
603407,29,53818.0,53818.0,1202,18,2993.12,Nova,48939.0,Ontario,Married,Bachelor,Female,2015,0
603446,29,40742.0,40742.0,1064,18,8663.55,Star,100315.0,Quebec,Married,Bachelor,Female,2012,0
603531,34,52259.0,52259.0,477,18,4873.35,Star,66902.0,Manitoba,Married,Bachelor,Female,2012,0
603539,28,48802.0,48802.0,989,18,7668.81,Nova,99562.0,British Columbia,Divorced,Bachelor,Female,2015,0
603545,13,23351.0,23351.0,0,18,2545.22,Star,51478.0,British Columbia,Single,Bachelor,Female,2017,0
603587,18,25813.0,25813.0,1266,18,4646.39,Nova,59369.0,British Columbia,Married,Bachelor,Male,2014,0
603658,28,44522.0,44522.0,1559,18,2592.44,Star,84901.0,Quebec,Married,Bachelor,Female,2015,0
603674,27,41998.0,41998.0,1551,18,4953.36,Nova,73544.0,British Columbia,Married,College,Male,2012,0
603739,41,58396.0,58396.0,532,18,7492.06,Aurora,61041.0,Ontario,Divorced,Bachelor,Female,2016,0
603744,29,43593.0,43593.0,367,18,13786.7,Star,73544.0,British Columbia,Married,College,Female,2014,0
603775,30,35904.0,35904.0,1231,18,4443.63,Star,73544.0,Ontario,Married,College,Male,2014,0
603968,19,26028.0,26028.0,1359,18,3652.67,Nova,73544.0,British Columbia,Married,College,Female,2017,0
604019,28,35924.0,35924.0,513,18,3301.52,Star,73544.0,Ontario,Married,College,Female,2015,0
604116,12,21048.0,31572.0,0,5,4554.91,Star,97878.0,British Columbia,Married,Bachelor,Male,2018,0
604274,44,66729.0,66729.0,0,18,6062.44,Star,73544.0,Ontario,Single,College,Male,2015,0
604332,23,35730.0,35730.0,0,18,23208.39,Nova,75982.0,British Columbia,Married,Bachelor,Male,2016,0
604461,17,20549.0,20549.0,428,18,15362.35,Nova,67115.0,Ontario,Married,Bachelor,Male,2013,0
604470,42,68725.0,68725.0,789,18,3548.4,Star,73544.0,British Columbia,Single,College,Female,2015,0
604510,28,24892.0,37338.0,0,5,22118.81,Aurora,42914.0,Manitoba,Married,Bachelor,Male,2018,0
604526,27,31696.0,31696.0,695,18,2938.81,Nova,102715.0,Quebec,Married,Bachelor,Female,2014,0
604645,10,15301.0,15301.0,655,18,8034.52,Star,73544.0,Ontario,Married,College,Male,2017,0
604681,22,38119.0,38119.0,2057,18,2711.9,Star,73544.0,Quebec,Single,College,Male,2013,0
604724,33,58443.0,58443.0,0,18,6988.4,Star,48324.0,Alberta,Married,Bachelor,Female,2013,0
604772,36,62781.0,62781.0,1234,18,2438.69,Star,91125.0,Ontario,Single,Bachelor,Male,2015,0
